hid,title,type,rating,origination,read,last_read,synonyms,mal,anilist,mangaupdates
fWnYoxG7,The Dark Mage’s Return to Enlistment,Reading,0,Manhwa,91,2026-06-08,"귀환했는데 입대 전날이다,Returned to the Day I Joined the Army,I Returned, But It Was the Day Before My Enlistment,O Retorno do Mago Negro ao Alistamento,El retorno del mago oscuro del alistamiento,Возвращение темного мага,Возвращение тёмного мага на военную службу,กลับโลกมนุษย์ทั้งที พรุ่งนี้ต้องเกณฑ์ทหารซะงั้น,异界凯旋后重返战场,Gwihwan Haenneunde Ipdae Jeonnal-ida,Gwihwanhaessneunde Ibdae Jeonnalida,異世界から帰還したら入隊させられた",https://myanimelist.net/manga/157232,https://anilist.co/manga/164122,https://www.mangaupdates.com/series/02oic5g
vWoPigkv,National Job Change: I'm Stuck As the Weakest Dragon Tamer?!,Reading,0,Manhua,226,2026-04-15,"最弱ジョブ竜使いで無双する,Quánmín Zhuǎn Zhí: Yù Lóng Shī Shì Zuì Ruò Zhíyè?,全民转职：驭龙师是最弱职业？,Worthless Profession: Dragon Tamer,Profissão inútil: Domador de Dragões,I Got The Weakest Class, Dragon Tamer!?,I'm Drako Majstro,National Job Change: I'm Stuck As the Weakest Dragon Tamer?!,Global Profession: Is Dragon Tamer the Weakest Profession?,กำเนิดผู้ฝึกมังกรจอมราชัน",,https://anilist.co/manga/176359,https://www.mangaupdates.com/series/nk0n7ug
ucxb5LhR,Nae Bunsin i Geomuri ga Doeeoganda,Reading,0,Manhwa,81,2026-06-10,"My Alter Ego's Path to Greatness,Mis alter egos son seres trascendentales,All My Alter Egos Are Tycoons,My Avatars’ Path to Greatness,Sovereign of the Infinite Clones,내 분신이 거물이 되어간다,分身封神中,Nae Bunsin i Geomuri ga Doeeoganda,Todos Os Meus Avatares São Magnatas,俺の分身を異世界に転送したら全員最強になった",https://myanimelist.net/manga/174687,https://anilist.co/manga/182139,https://www.mangaupdates.com/series/6sqizap
06eaiWZ0,Reincarnator,Reading,0,Manhwa,137,2026-06-11,"환생좌,Reincarnation Seat,還生座,Reincarnator (ALLA),L'après réincarnation,Reencarnado,Reincarnator,Реинкарнатор,転生のアビス,การแข่งขันของผู้เกิดใหม่,转生座,Hwansaengjwa",https://myanimelist.net/manga/169019,https://anilist.co/manga/172583,https://www.mangaupdates.com/series/pi50tev
nPP8ZQgL,Hiding a Warehouse in the Apocalypse,Reading,0,Manhwa,86,2026-06-13,"Almacenes ocultos en el Apocalipsis,โกดังลับหลังโลกแตก,末日物流中心,아포칼립스에 물류센터를 숨김,Hiding a Logistics Center in the Apocalypse",,https://anilist.co/manga/183519,https://www.mangaupdates.com/series/cmkgwks
Tk7wmltu,Supreme Curse Master,Reading,0,Manhua,65,2026-06-09,"I ! I'm the strongest forbidden spellcaster in history,Eu! O Conjurador de Magias Proibidas Mais Forte da História",,https://anilist.co/manga/195498,https://www.mangaupdates.com/series/q6crubh
Pzr9wBVC,Only I Have an EX-Grade Summon,Reading,0,Manhwa,28,2026-06-12,"I Alone Have an EX-Rank Summon,나 혼자 EX급 소환수,Na Honja EX-Geub Sohwansu,Na Honja EX-geup Sohwansu,Solo EX-Rank Summoner",,https://anilist.co/manga/210414,https://www.mangaupdates.com/series/kjpl8mx
VonsK3p6,My S-Class Hunters,Reading,0,Manhwa,168,2026-06-12,"내가 키운 S급들,S-ранги, которых я вырастил,My S-Class Hunters,Naega Kiun S-Geupdeul,The S-Classes That I Raised,Воспитанные мной S-классы,俺が育てたS級たち,我培养的S级们,我培育的S級們,Los clase S que crié,Os classe-S que eu criei",https://myanimelist.net/manga/147202,https://anilist.co/manga/141958,https://www.mangaupdates.com/series/lp9q2vx
DtKNbIGi,Ending Maker,Reading,0,Manhwa,75,2026-06-09,"终结者,結局創造者,Создатель концовки,엔딩 메이커,Ending Meikeo,エンディング メーカー,Les Créateurs d'une Fin qui les Arrange,Ending Maker: Os Arquitetos do Fim,Creador de finales",https://myanimelist.net/manga/150204,https://anilist.co/manga/150170,https://www.mangaupdates.com/series/o4y7mjk
hXO_CAvA,The Martial God Who Regressed Back to Level 2,Reading,0,Manhwa,119,2026-06-06,"2레벨로 회귀한 무신,The Martial God Who Regressed to Level 2,The God of War Who Regressed to Level 2,2 Level Hoegwihan Musin,回归到level 2的武神,El dios marcial que regresó al nivel 2,Deus marcial retorna ao nível 2,2等武神,レベル2から始まるやり直し,เทพนักรบผู้หวนคืนสู่เลเวล 2,Warlord Who Returned to Level 2,The Warlord Returned to Level 2,Martial God Regressed to Level 2",https://myanimelist.net/manga/161374,https://anilist.co/manga/167834,https://www.mangaupdates.com/series/bv1g5lg
GIrNKRzt,Sandmancer of the Scorched Desert,Reading,0,Manhwa,24,2026-06-04,"Bultan Samagui Moraesulsa,불탄 사막의 모래술사,The Sand Mage of the Scorched Desert,Sand Mage of the Burnt Desert",,https://anilist.co/manga/211365,https://www.mangaupdates.com/series/2ucrf2e
zoXFVygx,The Reincarnated King of Fists,Reading,0,Manhwa,137,2026-06-11,"권왕전생,拳王轉生,Gwonwangjeonsaeng,KRÓL NIEWOLNIKÓW,拳王に転生した最強大魔導士,拳王转世,Time Slip of the Fist King,La vie antérieur du roi des poings,The Indomitable Martial King,O Rei Marcial Indomável,El Indomable Rey Marcial,Reincarnation of King Kwon,Time Slip of FistKing,ملك فنون يقصر القتال الذي",https://myanimelist.net/manga/168970,https://anilist.co/manga/176812,https://www.mangaupdates.com/series/pigqnp8
gu2Q0zvS,The Tang Clan Chronicles,Reading,0,Manhwa,49,2026-05-21,"Tang Clan Legend,Chronicles of the Tang Sect,Legend of the Tang Clan,The Tang Clan Chronicles,당문전,唐門傳",,https://anilist.co/manga/197550,https://www.mangaupdates.com/series/en7uptg
hpYRR9no,Crawling My Way to the Top!,Reading,0,Manhwa,72,2026-06-02,"I Will Raise This Family to Greatness,이 집안을 일으켜세우겠습니다!,The Baby Who Will Build an Empire,I Will Raise This Family Up,I Will Raise This Family!,Crawling My Way to the Top!",https://myanimelist.net/manga/180009,https://anilist.co/manga/188621,https://www.mangaupdates.com/series/elabqqm
mrGRqZRU,"Shinimodori, Subete o Sukuu tame ni Saikyou e to Itaru @comic",Reading,0,Manga,61,2023-06-11,"After Being Reborn, I Became the Strongest to Save Everyone,После превращения я стану сильнейшим, чтобы всех защитить,죽음으로 돌아가, 모두를 구하기 위해 최강에 도달한다,回天逆命～死亡重生、为了拯救一切成为最强,Regresando de la muerte y convirtiéndome en el más fuerte para salvarlo todo.,死に戻り、全てを救うために最強へと至る＠comic,The Strongest Savior's Second Chance,Shi ni Modori, Subete wo Sukuu Tame ni Saikyou e to Itaru @ Comic,Shi ni Modori, Subete wo Sukuu Tame ni Saikyou He to Itaru,เกิดใหม่ครั้งนี้พี่ต้องเก่งเกินใครเพื่อพิทักษ์มวลชน @Comic,回天逆命～死亡重生、為了拯救一切成為最強,Shi ni Modori, Subete o Sukuu Tame ni Saikyou e to Itaru @ Comic",https://myanimelist.net/manga/121989,https://anilist.co/manga/112147,https://www.mangaupdates.com/series/nvgb4h8
VJEvQ2Q7,Ride-On King,Reading,0,Manga,81,2026-01-10,"Король-наездник,ライドンキング,Царь-всадник,騎乘之王,The Ride-On King,Golosseum: The Ride-On King,Ride-On King - Der ewige Reiter,骑乘之王,라이드 온 킹",https://myanimelist.net/manga/114568,https://anilist.co/manga/101864,https://www.mangaupdates.com/series/rrxs5ij
iTcRFhl4,Honzuki no Gekokujou: Shisho ni Naru tame ni wa Shudan o Erandeiraremasen—Dai-1 Bu: Hon ga Nai nara Tsukureba Ii!,Reading,0,Manga,33.7,2023-06-21,"Ascendance of a Bookworm: Part 1,Ascendência de uma amante de livros: Parte 1 - Farei qualquer coisa para me tornar uma bibliotecária「Se não houver livros, terei que fazer alguns!」,Honzuki no Gekokujou: Part 1,Власть книжного червя,本好きの下剋上　～司書になるためには手段を選んでいられません～　第一部　「本がないなら作ればいい！」,本好きの下剋上　第一部,La Petite Faiseuse de Livres,Cuộc nổi dậy của nàng mọt sách ~Để trở thành thủ thư, tôi sẽ làm mọi cách~ Phần 1: Không có sách? Tôi sẽ làm ra chúng!,Ascendance of a Bookworm,Ascendance of a Bookworm ~ Stop at nothing to be a librarian ~,Honzuki no Gekokujou ~ Shisho ni Naru Tame ni wa Shudan wo Erande iraremasen ~,Kitap Kurdu'nun Yükselişi,La petite faiseuse de livres : Ascendance of a Bookworm,การปฏิวัติของสาวน้อยหนอนหนังสือ (Phoenix),本好きの下剋上,本好きの下剋上　～司書になるためには手段を選んでいられません～,爱书的下克上,Honzuki no Gekokujou,Ascendance of a Bookworm: I’ll do anything to become a librarian!—Part 1: If there aren’t any books, I’ll just have to make some!,Honzuki no Gekokujou: Shisho ni Naru tame ni wa Shudan o Erandeiraremasen—Daiichi Bu: Hon ga Nai nara Tsukureba Ii!",https://myanimelist.net/manga/96194,https://anilist.co/manga/96775,https://www.mangaupdates.com/series/0sblp04
013D0gnq,My Blasted Reincarnated Life,Reading,0,Manhwa,81.5,2026-05-15,"該死的輪迴,빌어먹을 환생,Чертова реинкарнация,تناسخ لعنتی,Reinkarnasi Brengsek,অভিশপ্ত পুনর্জন্ম,Bireomeogeul Hwansaeng,การเกิดใหม่สุดเฮงซวย,Damn Reincarnation,Fichue réincarnation,Dannata reincarnazione,Maldita reencarnación,このろくでもない素晴らしき転生,糟糕的重生,轉生後變成天才",https://myanimelist.net/manga/149438,https://anilist.co/manga/151512,https://www.mangaupdates.com/series/j7x0kkd
lb48CuWd,The Second Coming of Gluttony,Reading,0,Manhwa,109,2022-09-19,"The Second Coming of Avarice,ظهور دوباره‌ی شکم‌پرستی,Второе пришествие обжорства,탐식의 재림,Tamsigui Jaerim,Tamsig-ui Jaelim,貪食の再臨",https://myanimelist.net/manga/148678,https://anilist.co/manga/114198,https://www.mangaupdates.com/series/m99weit
0xcLluEu,Doom Breaker,Reading,0,Manhwa,101.6,2024-07-15,"闘神転生記～世界を救うセカンドチャンス～,斗神转生记,鬥神轉生記,Doom Breaker: Venganza contra los Dioses,Новая жизнь убийцы богов,To a New Life,Reincarnation of the Suicidal Battle God,A Battle God's Second Chance,เกิดใหม่นักรบพันธุ์ระห่ำ,투신전생기,A Reencarnação do Deus da Guerra,The Battle God's Return,Руйнівник долі,بازگشت خدای جنگ مرگبار,Tusinjeonsaenggi",https://myanimelist.net/manga/147172,https://anilist.co/manga/136220,https://www.mangaupdates.com/series/1qs65a6
wmlunCQw,I Get Stronger the More I Eat,Reading,0,Manhwa,100,2023-07-16,"먹을수록 강해짐,I grow stronger, devouring everything in my path,Я становлюсь сильнее, пожирая всё на своём пути,最强饭桶,I Grow Stronger By Eating!,Gewaltiger Hunger,Aku Bertambah Kuat Dengan Makan!,Appétit féroce,¡Me fortalezco comiendo!,Пожирая, крепнет,Я становлюсь сильнее, пожирая всё на своем пути,با خوردن قویتر میشم",https://myanimelist.net/manga/147592,https://anilist.co/manga/135317,https://www.mangaupdates.com/series/bcmqs3c
xwFGjj6i,MEMORIZE,Reading,0,Manhwa,100,2022-09-19,"蒼流のメモライズ,Memorize,메모라이즈,메모라이즈(MEMORIZE),Запомнить,记忆",https://myanimelist.net/manga/147779,https://anilist.co/manga/124846,https://www.mangaupdates.com/series/qp1rvhc
udwf1dTf,Berserk,Reading,0,Manga,383,2025-09-28,"بيرسيرك,เทพมรณะ,ברזרק,برزرک,برسرك,เบอร์เซิร์ก,ベルセルク,劍風傳奇,烙印勇士,베르세르크,রণোন্মত্ত,Берсерк,बर्सर्क,Бярсерк,Берсерк,Berserk,Berserk,बर्जर्क,烙印战士,Berserk,Берсерк",https://myanimelist.net/manga/2,https://anilist.co/manga/30002,https://www.mangaupdates.com/series/njeqwry
Xsd_Rgjf,Yongsa High: Dungeon Raiders,Reading,0,Manhwa,45,2023-05-24,"Yongsagogyo Deonjeongongryakgwa,용사고교 던전공략과,Warrior High School - Dungeon Raid Department,Ensino Médio de Guerreiros,勇士高校·地下城攻掠专业,勇者高校ダンジョン攻略科,El instituto de los guerreros – Departamento de asaltos a mazmorras,Le lycée des guerriers",https://myanimelist.net/manga/152825,https://anilist.co/manga/155967,https://www.mangaupdates.com/series/x0yjpbp
PaH5REzT,Mushoku Tensei ~Isekai Ittara Honki Dasu~ Shitsui no Majutsushi Hen,Reading,0,Manga,23,2025-07-06,"Mushoku Tensei: Jobless Reincarnation - Depressed Magician,無職転生 ～異世界行ったら本気だす～ 失意の魔術師編,無職轉生 ～到了異世界就拿出真本事～ 失意的魔術師篇,Реинкарнация безработного ~История о приключениях в другом мире~ Арка подавленного волшебника,Jobless Reincarnation ~I'll Try Seriously If I Go To Another World~ Despondent Magician Arc,Mushoku Tensei: Jobless Reincarnation - Depressed Magician Arc,เกิดชาตินี้พี่ต้องเทพ ภาคจอมเวทผู้ตรอมตรม,无职转生~失意的魔术师篇,無職転生～失意の魔術師編,Mushoku Tensei - Depressed Magician,Mushoku Tensei: Jobless Reincarnation - Depressed Magician Arc,无职转生~失意的魔术师篇,無職転生～失意の魔術師編,Mushoku Tensei - Depressed Magician,เกิดชาตินี้พี่ต้องเทพ ภาคจอมเวทผู้ตรอมตรม,Jobless Reincarnation: I'll Try Seriously If I Go to Another World - Despondent Magician Arc",https://myanimelist.net/manga/142765,https://anilist.co/manga/142989,https://www.mangaupdates.com/series/2gv5vc4
BeIOkYI1,Goblin Slayer Gaiden 2: Tsubanari no Daikatana,Reading,0,Manga,21,2024-02-04,"Убийца Гоблинов Второй Эпизод: Уловки Цубаны,Убийца Гоблинов Второй Эпизод: Смертельная катана,哥布林殺手外傳2 鍔鳴的太刀,哥布林杀手外传：锷鸣的太刀,Daikatana of Singing Death,Goblin Slayer Side Story II - Dai Katana,Убийца Гоблинов Второй Эпизод: Звон гарды Дайкатаны,ゴブリンスレイヤー外伝2 鍔鳴の太刀《ダイ・カタナ》,Goblin Slayer Side Story II: Dai Katana: The Singing Death,Goblin Slayer Side Story 2: The Guard-Ringing Longsword",https://myanimelist.net/manga/123970,https://anilist.co/manga/108172,https://www.mangaupdates.com/series/tpj3t4l
jJz1ZeBC,Toaru Ossan no VRMMO Katsudouki,Reading,0,Manga,104,2026-05-02,"Некий старик и его журнал активности в VRMMO,とあるおっさんのVRMMO活動記,某大叔的VRMMO活动记,어떤 아저씨의 VRMMO활동기,O Diário Do VRMMO De Um Certo Homem de Meia-idade,某大叔的VRMMO活動記,The Record by an Old Guy in the world of Virtual Reality Massively Multiplayer Online,A Certain Middle-Aged Man's VRMMO Activity Log,Toaru Ossan no VRMMO Katsudō-ki,A Playthrough of a Certain Dude's VRMMO Life",https://myanimelist.net/manga/74955,https://anilist.co/manga/85563,https://www.mangaupdates.com/series/gh63vrm
